epoch,total_loss,running_cost,terminal_cost,alpha_terminal,min_barrier_value,gradient_norm
33,9352.781796982552,10.002115152743414,46.71389840914904,200.0,1.4544862313565696,81638.58832951947
34,8064.870372458533,8.883535497766236,40.279934184803835,200.0,1.2894209170892408,73370.98754884013
35,8699.670599657187,9.563449342713184,43.450535751572374,200.0,1.3655868129892692,77437.26405439984
36,9204.420459180616,10.16464935927262,45.97127904910672,200.0,1.313591024192506,81473.02355341655
37,8793.86177103049,9.873931546647839,43.91993919741921,200.0,1.0942499998390227,78679.7265984067
38,8379.537021377166,9.558569505715713,41.84989225935725,200.0,1.1261696264693588,76522.25559802366
39,9739.405615512149,11.007846580608962,48.6419888446577,200.0,0.9988904703854988,84787.5916668664
40,8357.068629053449,9.752859828747674,41.73657884612351,200.0,1.2614893915764314,76546.28507020429
41,8638.057882846559,10.104050235991789,43.13976916305283,200.0,1.106115862322412,78992.24284864753
42,7857.776473974969,9.459445673154683,39.24158514150907,200.0,1.0757502338019285,73673.97075702589
43,9231.142329383669,10.876210092298669,46.10133059645685,200.0,6.811673350078745,83993.59170750387
44,9154.070621870484,10.89206871882637,45.71589276575829,200.0,6.898938956715039,83753.27614552563
45,8561.615861045591,10.47277704884219,42.755715419983744,200.0,0.9262274383953041,79990.99081567996
46,8758.734311069262,10.729314623879773,43.74002498222691,200.0,4.947930401785598,81825.49711051685
47,8499.097688795922,10.626606878283155,42.442355409588195,200.0,1.046949673602854,80137.28503837896
48,8468.117543397348,10.719432001258586,42.28699055698044,200.0,5.136845310381177,80615.3152181539
49,8344.411197649779,10.743668129969816,41.668337647599046,200.0,0.7756835692649261,78639.95884772568
50,7758.948486747154,10.308562694887193,38.743199620261336,200.0,0.8041109801983776,75742.54200299442
51,7912.323013703825,10.564340479498096,39.50879336612164,200.0,4.69447151036895,77776.9964791964
52,7710.682989208533,10.564608055242514,38.500591905766456,200.0,0.6681525941759511,76392.7235169097
53,7667.3795867494055,10.618673918640097,38.283804564153826,200.0,0.6220583174903134,76253.64836190763
54,7111.006902367306,10.28935586768,35.50358773249813,200.0,0.5654579220856415,71992.73894230538
55,7532.509476448499,10.759987844912494,37.60874744301793,200.0,4.07888933776073,76290.76983973244
56,7258.567501404836,10.695070799236108,36.239362153028,200.0,0.4591887611672487,74297.70174941272
57,7477.417801052101,11.091627632621716,37.331630867097395,200.0,0.39930361806555104,75169.58102539809
58,7130.085646663644,10.861329126106703,35.59612158768769,200.0,4.232294261258223,74401.08478957062
59,6711.704026103932,10.682134992133033,33.505109455558994,200.0,0.2930974968507414,70645.12292967307
60,6316.2401873765675,10.5093682660154,31.52865409555276,200.0,0.20642328921189643,67552.71704360089
61,6583.804118311631,10.874591879068682,32.864647632162814,200.0,2.7440289258152295,71296.7305773769
62,6601.357692797807,11.081619868384415,32.951380364647115,200.0,4.485410591218701,71900.61432988821
63,6264.245694348502,10.96808044671327,31.266388069508942,200.0,2.7899407801356975,69686.24957363597
64,5476.1338864212785,10.521363913155877,27.328062612540613,200.0,0.05487630086763976,62119.099415832134
65,5592.484499526579,10.786521579141763,27.90848988973719,200.0,0.04678968694344605,64367.380874649934
66,5356.766790642146,10.853316430488825,26.729567371058284,200.0,0.06257410274382225,62182.40688751665
67,5217.659437970581,10.920580712073393,26.03369428629254,200.0,0.04150180392922776,61220.543563902414
68,5179.591109889029,11.133539417704958,25.84228785235662,200.0,0.02887265882527635,61212.24727953232
69,5340.57642527,11.450461754681612,26.64562981757659,200.0,3.2975845974013853,64389.69971476371
70,5159.751945760276,11.54279273138005,25.741045765144477,200.0,3.078659952601094,63208.171343080445
71,4719.360672548687,11.475290128805373,23.539426912099405,200.0,0.05860261080952834,57988.55814692131
72,4694.968314692611,11.641153390327501,23.416635806511415,200.0,2.229805826052931,59560.065769417735
73,4440.636092800134,11.775774439293809,22.1443015918042,200.0,0.252386011265721,56870.96859897466
74,4865.451853025056,12.343931876114365,24.265539605744706,200.0,2.5082478297906454,60474.57708942645
75,4273.737581889802,12.140724119029805,21.30798428885386,200.0,2.4093140504721497,56749.27680063905
76,4106.482822698444,12.295301369417905,20.47093760664513,200.0,2.2351736073888,55295.788810061145
77,3960.788020317159,12.49134276694973,19.741483387751046,200.0,2.1030790214840507,54105.05209006202
78,3738.9075703793437,12.65605445721201,18.631257579610658,200.0,1.9269116770506924,52154.37772776151
79,3383.3542343361,12.880323360818993,16.852369554876404,200.0,0.4644189374117209,44749.780204853625
80,3150.5646464684373,17.12063114700764,15.667220076607148,200.0,0.31278059700463556,33789.997096252904
81,2560.524883612075,13.911582133913354,12.73306650739081,200.0,0.5230118282858585,32138.531496430714
82,2444.984721788215,13.671500379520083,12.156566107043474,200.0,0.35983341040969763,30879.68028793349
83,2362.939035190664,14.054493741231898,11.74442270724716,200.0,0.34836929223491564,29746.48140077806
84,2291.3827171185685,14.81659363171396,11.382830617434273,200.0,0.30715036313622457,28392.898942780477
85,2385.5295119893503,16.03862780046271,11.84745442094444,200.0,0.2356072076762509,27207.76219863878
86,3828.7095578018093,28.328044376236775,19.001907567127862,200.0,0.201114384208724,29825.44865518687
87,5249.504485742015,42.43340160340332,26.035355420693058,200.0,0.17058868170802424,25514.66812445855
88,1913.9547360967808,16.708343058897963,9.486231965189415,200.0,0.11539275163263393,26914.22709947383
89,5256.791099413888,48.092641198118116,26.043492291078852,200.0,0.12104895104025462,23015.574507392597
90,1888.918629524828,17.532558520182608,9.356930355023227,200.0,0.12188627073851224,21594.375968667577
91,1889.3627254017247,18.896385012313537,9.352331701947056,200.0,0.09393966858762362,25823.45794283901
92,1816.1716714373501,18.35674622451936,8.989074626064154,200.0,0.15345461593446183,17279.393427614035
93,1757.0588663827518,19.65724183998099,8.687008122713854,200.0,0.07791299208283745,20397.298320346923
94,1819.2925568539379,20.668914716892896,8.993118210685225,200.0,0.14023171929838776,16164.757171914616
95,2019.4348815700662,23.679379694140373,9.97877750937963,200.0,0.1431175580427971,23202.94274685169
96,1716.4687578759324,20.604019910567548,8.479323689826824,200.0,0.14194071640205627,17503.046800153526
97,2101.9223090085225,25.52800943148602,10.381971497885182,200.0,0.11331259454116635,24301.330104885903
98,1729.8928884456009,22.32195055958421,8.537854689430084,200.0,0.14333563817486097,19331.557962915314
99,2144.7753732666647,25.147688840827765,10.598138422129184,200.0,0.11633479133284105,7808.009590689311
100,2083.520144398093,21.86740760481186,10.308263683966407,200.0,0.16547368412980798,13942.93983013161
101,1738.2466656463505,21.736063531016313,8.582553010576671,200.0,0.3336921676436362,4856.676794297589
102,1955.4671739409584,23.564480969916865,9.659513464855209,200.0,0.24534270838516,9974.203465869581
103,2342.4664643779693,28.557230875518922,11.569546167512252,200.0,0.2668017839790893,6601.342339315731
104,2565.5463105760127,31.027916418489998,12.672591970787614,200.0,0.28826166328380665,10751.649017499112
105,1599.430816035071,23.120440355136836,7.88155187839967,200.0,0.2962544624886281,7872.310687694034
106,1809.7581956424756,23.531661016942916,8.931132673127664,200.0,0.30019888610097667,4294.7271242495335
107,1682.7918066301118,23.0264314368358,8.29882687596638,200.0,0.30346822940852497,4904.432962729637
108,1823.851138929439,23.663426126729295,9.000938564013548,200.0,0.4568831996330094,7655.347965177557
109,1644.3599020822082,23.20392363142127,8.105779892253935,200.0,0.40009734519953477,3312.643973997944
110,2378.8928070920206,27.92509067280362,11.754838582096085,200.0,0.32816262501773663,16740.08143628541
111,1925.4674933224821,22.080837872346287,9.51693327725068,200.0,0.7486308259367555,27631.095635689435
112,1909.7955891692345,23.153689499722464,9.43320949834756,200.0,0.471101587758489,17236.927411484674
113,1823.4935682896457,22.433335978820605,9.005301161554126,200.0,0.6800085873327699,16985.255508168215
114,1921.804363437275,26.941693401983933,9.474313350176455,200.0,0.3389487433326067,11341.4608990945
115,1630.0780580094245,23.194869806487347,8.034415941014686,200.0,0.32462955727855936,3919.448392062694
116,1677.9753013438076,24.59679073662325,8.266892553035921,200.0,0.3406120944835558,10264.615974274391
117,1723.0870722343786,22.28892951621919,8.503990713590797,200.0,0.3617027221608857,11020.7052737517
118,1961.3180973905214,26.33285282226742,9.67492622284127,200.0,0.47697257533014836,5488.748925746543
119,1530.235375824361,22.329387696175623,7.539529940640927,200.0,0.28353916587814987,3863.082371989839
120,1697.9518496619503,21.901003748614826,8.380254229566678,200.0,0.6041217707617923,8527.479858980685
121,1774.054806920651,21.627590056847797,8.762136084319016,200.0,0.5582311224641195,14744.983272572612
122,1840.9378541814906,23.49588766774471,9.08720983256873,200.0,0.24837651829938465,5087.722241198095
123,1649.671080607721,21.718609737460426,8.139762354351303,200.0,0.5473818121493788,5217.355880051854
124,2265.1776704341864,28.865730278825477,11.181559700776804,200.0,0.1840682044365621,5264.464158295485
125,1754.4881601140387,23.870467371862205,8.653088463710883,200.0,0.21502488910927145,3385.858473843475
126,3204.219857083227,39.358915916883134,15.824304705831718,200.0,0.2004211248346295,16007.900087866661
127,3215.0268848138962,37.69007333233108,15.886684057407827,200.0,0.20254341869685336,12162.075455071616
128,91029573.75357115,1487101.654119303,447712.3604972593,200.0,0.49454736235334146,19524532.919508953
129,3286.000517481134,36.19091166125002,16.24904802909942,200.0,0.3318160797855302,14464.744731407334
130,1835.9080799103951,21.148907954497705,9.073795859779487,200.0,0.451678901376658,20574.28904037138
131,2384.778583265939,26.989801551839147,11.788943908570499,200.0,0.22967186735768333,18477.126455067893
132,1900.0793145170921,21.10431329405114,9.394875006115205,200.0,0.4241872476680568,26472.090409118595
133,4440.466358455653,44.82097448620957,21.978226919847216,200.0,0.16022064255084742,27685.495439051847
134,1641.0708963775846,21.611613345946047,8.097296415158192,200.0,0.43465593504694,7054.3160356834405
135,2000.8897616396991,26.871392949053927,9.870091843453226,200.0,0.22505985607704473,9827.631629321857
136,3390456.19671809,69717.05555361451,16603.695705822378,200.0,0.5479845848605996,13584825.202970037
137,1721.512590507486,23.44136005875967,8.490356152243631,200.0,0.22996411554503884,2145.6676827202377
138,4488048.4528500205,305538.279902533,20912.550864737437,200.0,0.00549232249606605,13100132.07593819
139,34012.29580891088,212.37294654418724,168.99961431183345,200.0,0.15961055343600425,21339.7358835489
140,1647.9696353938612,23.67176608265315,8.12148934655604,200.0,0.24385239267507106,11277.344118256502
141,25707.140079863675,254.67866643659485,127.26230706713541,200.0,0.16433540804856359,34617.46471481842
142,2507.0958520282684,31.93336276146421,12.37581244633402,200.0,0.2535605568654181,15138.102673503088
143,5091.036832302873,57.2195109422681,25.169086606803027,200.0,0.18581505139979007,18856.65871902445
144,3847.062826657623,46.5407301619042,19.002610482478595,200.0,0.23884902403276467,26942.88561271027
145,2410.7958241797114,29.85262324019921,11.904716004697562,200.0,0.19930459490027083,6360.071915092429
146,9875.611546741065,99.55938830469694,48.88026079218184,200.0,0.18005473823368426,16721.079766228886
147,7854.265822918539,282.8764363285056,37.856946932950166,200.0,0.20004204357691072,20857.190324418614
148,1767.2194142012702,21.4212036601467,8.728991052705618,200.0,0.3852499511039933,20730.169730646205
149,6947.33802475872,71.02777558096128,34.381551245888794,200.0,0.1507114487151842,24330.059525468267
150,2495.9691409014513,27.9832503226915,12.339929452893799,200.0,0.30057421060655587,20894.447841605044
151,3240288.9557950404,23172.979443153155,16085.579881759435,200.0,0.3654143590975394,407759.9414690273
152,1842593.8321104082,32470.713746409456,9050.615591819995,200.0,0.3078263819781386,145132.65971099105
153,1790.9946397329259,21.329676409894393,8.848324816615158,200.0,0.32360360303194924,21145.81976212767
154,1756.4737422685287,21.425405004126567,8.67524168632201,200.0,0.3530992590952091,18303.620899032052
155,5477.032302886538,58.45642605331534,27.092879384166114,200.0,0.14094349934300518,13991.92115260671
156,3443.083241894565,40.34763370782128,17.01367804093372,200.0,0.20472641544173384,9120.415715359673
157,11836.21774852584,121.42424343654949,58.57396752544645,200.0,0.08479238309106704,9707.326752584237
158,2911.744669661987,33.43012146404927,14.39157274098969,200.0,0.20003060955717808,14496.618902345022
159,3026.977927012816,35.06817093126124,14.959548780407774,200.0,0.2309201744419154,12502.255238677626
160,1606.2695180262021,22.25527063993106,7.9200712369313555,200.0,0.3711466739831485,4184.324569400558
161,5183.847748204806,54.98378170598334,25.644319832494112,200.0,0.1749866766146457,25598.501762263277
162,5244.686464163447,56.0905572731636,25.942979534451418,200.0,0.271526679912516,23788.378048166964
163,8109.440474729228,87.63008102752063,40.10905196850854,200.0,0.22547839880226486,22401.285561367822
164,7442.682858967382,81.10040209383129,36.80791228436775,200.0,0.15879459751466804,27658.353319666716
165,4154.597664445988,46.726477687664406,20.539355933791615,200.0,0.26502483482426037,10369.438456438755
166,2013.305361606231,26.047623146377553,9.936288692299266,200.0,0.3108118587055754,2777.5345631164687
167,5001.617720736807,54.09203993887191,24.737628403989678,200.0,0.17113515229303602,18959.826741434637
168,1722.8454822472022,23.038032022076663,8.499037251125628,200.0,0.3014548650743345,5922.146144058816
169,58975.00004565403,572.4401986386325,292.012799235077,200.0,0.09164441956786834,50020.027861977454
170,1694.177283557993,22.979617642828195,8.355988329575824,200.0,0.19199630307283136,2224.583061995138
171,2204.2017995526985,27.81389611737527,10.881939517176615,200.0,0.25604871589568046,7726.42511797265
172,5118.42741927875,54.67706973963108,25.318751747695593,200.0,0.19010367600598135,11718.252291506564
173,1663.3983982284997,22.34352401937975,8.205274371045599,200.0,0.4215063347148482,8210.401977731457
174,2797.479133417095,34.35341701019583,13.815628582034497,200.0,0.26616568269822644,7965.661860006296
175,1972.0881340158908,25.937663758549512,9.730752351286707,200.0,0.2751153002332837,9810.354329103395
176,10957.611336826225,116.05385754188873,54.20778739642168,200.0,0.19163384086312815,18530.399251407725
177,1767.705155683488,24.92627847709969,8.713894386031942,200.0,0.2872429841645906,13018.37365629687
178,1742.599687981685,24.004035022705324,8.5929782647949,200.0,0.236682607562726,3579.3664402537593
179,3425.473510599257,37.78626306085962,16.938436237691988,200.0,0.3387823091234873,13791.537265069737
180,1799.7035624050031,23.151859616149892,8.882758513944266,200.0,0.32455360388463494,7427.001436849948
181,3011.158258111198,34.50915347187389,14.88324552319662,200.0,0.16771783019041028,5424.031709864617
182,1875.0506492683687,22.394129185501065,9.263282600414339,200.0,0.2689431459165265,9584.551342947569
183,4019.3946726936606,46.21936428455223,19.86587654204554,200.0,0.2214070746414756,9131.584745189737
184,1819.223130565242,22.41624020607769,8.984034451795821,200.0,0.5511140628733546,2781.539355866805
185,6192.270524254873,62.39914193724183,30.649356911588157,200.0,0.18154627312423213,22320.812076653212
186,3286.220346995469,38.998512714400796,16.23610917140534,200.0,0.1415463080041279,8377.35953020216
187,1673.2286676514595,22.686248954929592,8.25271209348265,200.0,0.30749923771767795,6093.463598112594
188,3145.838174063028,38.258069498976035,15.537900522820259,200.0,0.22948874388771814,12590.293622902303
189,3263.2507247607327,36.219210918940675,16.13515756920896,200.0,0.13516904793848974,9720.80473336236
190,1636.0812940853762,22.336911928401214,8.068721910784875,200.0,0.5378372820925023,6369.082009964333
191,2844.9494950823864,33.47193094164115,14.057387820703727,200.0,0.22136244347914993,3597.912988141564
192,3600.241575736095,40.68203868794797,17.797797685240734,200.0,0.20003864881974545,7595.760778391129
193,4905.932335654776,53.4833410289484,24.262244973129135,200.0,0.2080686907183402,12309.440310272937
194,1717.3202207021593,23.1299223955108,8.470951491533242,200.0,0.12989335109230618,9153.932972071698
195,1600.8115893231657,22.861103189084595,7.889752430670406,200.0,0.30792488010976254,4123.0159928141275
196,2444.8740094279333,28.92119138291345,12.079764090225098,200.0,0.24846237250803863,9940.22471704488
197,3796.494241990433,42.59291561981776,18.769506631853076,200.0,0.2798058419922526,14300.876523494815
198,1773.7285005111064,24.925093841139976,8.744017033349833,200.0,0.24937987709919693,10399.230809296045
199,3177.182628057871,37.778830213134206,15.697018989223684,200.0,0.24910363934405058,16346.663163350575
200,4217.761436727071,49.63317046700323,20.84064133130034,200.0,0.2462730211334592,17476.574443836667
201,14356.221563331637,147.08134742545147,71.04570107953093,200.0,0.14462950971230107,30492.48134983872
202,1646.9235786758115,23.096249734636142,8.119136644705877,200.0,0.25325803079006215,2494.0522255729893
203,2682.395345956676,32.82075958224087,13.247872931872175,200.0,0.24106263074578096,6535.784700746337
204,1594.7016076014672,22.278963305477784,7.862113221479946,200.0,0.3747142488202445,8005.5121331318605
205,2380.245020968399,29.773493068347186,11.752357639500259,200.0,0.28403430589322914,9897.663454068013
206,58951.376280163415,8217.647086014907,253.66864597074255,200.0,0.09450558623838848,26972.183759895768
207,1732.1796335834879,24.15208128573332,8.540137761488772,200.0,0.27846279280935826,10981.364841457511
208,1741.6657386235183,23.24718458512086,8.592092770191988,200.0,0.22065693192822036,5884.611019840419
209,5249.113219173273,119.14936573993288,25.6498192671667,200.0,0.1438106904283394,36860.941652229834
210,3243.410038844979,39.09050048602736,16.02159769179476,200.0,0.2140444312748296,9483.796471121344
211,228534.21024555937,1312.2866349450826,1136.1096180530715,200.0,0.46937248412001764,61718.459518958094
212,1631.3766377515626,22.644529047595764,8.043660543519835,200.0,0.20257552917738972,5872.0778785184475
213,5041.067489687416,54.30424097539536,24.933816243560102,200.0,0.18354577201042258,14325.060754096221
214,3592.7569497245413,42.722411464219114,17.75017269130161,200.0,0.20007646470086896,8175.630435501957
215,27149745.4778967,216056.75408947706,134668.44361903612,200.0,0.18512629533845873,482418.6446057589
216,2601.593866014552,31.842794970899217,12.848755355218263,200.0,0.1919001816824342,6634.188961829789
217,7809.134625858252,82.75235794221126,38.6319113395802,200.0,0.1295430139985931,16977.14964691259
218,20876.92248476277,214.3118075232594,103.31305338619755,200.0,0.18713937043967102,24707.516998374136
219,2194.65777122899,28.1365079682526,10.832606316303686,200.0,0.20126881320189008,8111.088960632509
220,6288.510868460973,68.93689797074056,31.09786985245116,200.0,0.21817826959257205,12859.453271462397
221,311466.1317041421,5393.361715253481,1530.363849944443,200.0,0.21739637816153404,21995.09148976856
222,1994.0483250602779,26.775058647048695,9.836366332066145,200.0,0.22047137763650923,3545.6502218805367
223,9118.424946076779,95.01808550248082,45.11703430287149,200.0,0.10962263663697067,9878.042389704457
224,3036.560203441166,37.69823814496536,14.994309826481004,200.0,0.19259675985469446,12199.336155964285
225,2585.261563391652,32.21806389467391,12.76521749748489,200.0,0.20726759260433594,5792.473627193607
226,15091.920446383292,155.9895895815285,74.67965428400882,200.0,0.21076185328499267,16565.759635811133
227,1623.8982349067653,23.358250015140616,8.002699924458124,200.0,0.23734974280385537,2980.099718800159
228,2021.5929086398664,25.97528146417132,9.978088135878476,200.0,0.2524294671516407,3523.373000234962
229,2252.4565109837713,28.700450288001818,11.118780303478847,200.0,0.24576483610029146,13876.2163950737
230,1942.5617706547523,26.19949683378119,9.581811369104855,200.0,0.22487019849784787,8812.219131015097
231,2372.382748942595,29.287098960682474,11.71547824990956,200.0,0.20451270988713496,8867.484449608452
232,7574.240089428629,79.02465745691978,37.47607715985855,200.0,0.12488473247499335,17732.709788092518
233,2885.3043816904847,35.83090607979197,14.247367378053465,200.0,0.22302354116423437,11592.168872443146
234,2677.765363794032,33.79122028900801,13.21987071752512,200.0,0.15383234857054154,13173.596613511132
235,8250.206031608983,87.54020061683573,40.81332915496074,200.0,0.4130673996304144,16723.5303538317
236,6403.264251529101,71.0846568592975,31.660897973349016,200.0,0.17956426616213586,17495.455542386415
237,5687.250279773386,62.709153719357985,28.122705630270136,200.0,0.17620194109142048,14777.947683406584
238,2006.02365192473,26.80999615038254,9.896068278871738,200.0,0.1974511877186336,11311.288278568798
239,92445.01619865818,891.2451688273604,457.76885514915415,200.0,0.09478434731452193,55228.46735890153
240,4318.668655209763,49.88504297326073,21.343918061182507,200.0,0.19212400780431618,2842.2100661634413
241,300379.4683379756,2934.2165749939672,1487.226258814908,200.0,0.15526096127398423,94900.8444655486
242,1929.6500612492234,23.995206593754784,9.528274273277344,200.0,0.22041795196453876,14745.607102741724
243,1772.336080419623,24.467129023250067,8.739344756981865,200.0,0.20310725277380162,10107.181772051854
244,1853.0117728171329,24.469703947390837,9.14271034434871,200.0,0.21684276859673893,9787.989193363625
245,4165.828657032639,46.3634799641948,20.597325885342222,200.0,0.0988669991387558,16601.534677650026
246,64277.906909045945,620.6152976536808,318.2864580569613,200.0,0.11141288652356138,46403.6759077308
247,4094.3339875838446,44.65884759789405,20.248375699929753,200.0,0.29420934664314435,8540.612716646541
248,3730.016586308794,42.778409166197704,18.436190885712982,200.0,0.2075514738775078,15103.507050285289
249,21079.902704696695,211.57079037832793,104.34165957159183,200.0,0.1356210626922014,36021.244217591695
250,1992.367076503635,25.21324076029584,9.835769178716696,200.0,0.2259629549055395,11121.113713220811
251,56513.68090976319,2690.0911370966837,269.1179488633325,200.0,0.21029101893570654,60016.70478770239
252,1914.0314628771016,26.859667337398765,9.435858977698514,200.0,0.25412614077223417,5003.52327703343
253,2608.203027548879,32.947315830643745,12.876278558591178,200.0,0.13483284330612658,4114.741407302646
254,8136.395735003956,86.68212504336418,40.24856804980296,200.0,0.18187286749157652,12411.398264767608
255,1899.2790282690107,26.017997984145,9.366305151424328,200.0,0.23907622584526897,8220.663302284493
256,3121.133836404928,38.20789015322736,15.414629731258504,200.0,0.13731342171188618,14222.99494471379
257,32795.5556427791,323.4354036045475,162.36060119587276,200.0,0.1263940221715669,40050.856636087214
258,431602327.90259343,2718604.763063497,2144418.61569765,200.0,0.2757403801320277,89873718.87646277
259,22319.062227860246,222.40394717605906,110.48329140342094,200.0,0.11930730206634102,11406.427448892127
260,6312.952946533887,71.31275902500954,31.20820093754439,200.0,0.1320843930031577,23185.640188529986
261,19250.68474837894,191.2824478026602,95.2970115028814,200.0,0.14179879289146288,13994.950376932564
262,2895.563990562688,34.90863004573146,14.303276802584783,200.0,0.20670022328753943,12018.522420377189
263,2001.5932162258325,26.509419779355355,9.875418982232386,200.0,0.16908824604494185,8175.476054569883
264,2152.1488199198348,27.918347823895644,10.621152360479696,200.0,0.16865918002167282,12584.468144323919
265,1328.014889381807,20.88341666612049,6.535657363578434,200.0,0.1485557330680655,9031.932670882434
266,4425.972711746685,48.76043757196082,21.886061370873616,200.0,0.16340248873325322,16543.457297162513
267,3343.2172020922676,38.528875503348864,16.523441632944593,200.0,0.173557273385222,11702.760367936891
268,1828.72240999466,25.651606993057744,9.015354015008011,200.0,0.1836115330586234,3895.1904628105103
269,14401.562728137174,147.1706701139323,71.27196029011621,200.0,0.10400039282864368,18270.047141412895
270,1665.9122397819992,22.029396260743653,8.219414217606278,200.0,0.19470243104795984,10403.166653832235
271,1569.7131010066114,21.88038664137358,7.739163571826189,200.0,0.17941026522351863,11033.009053881544
272,2906.4561903912468,36.571470020755854,14.349423601852454,200.0,0.2195008194543567,5017.85572410302
273,2315.4716250937886,30.441392862948007,11.425151161154204,200.0,0.23684106984858513,7834.627218141154
274,1387.9022304755006,21.917303987129518,6.829924632441855,200.0,0.21816076986460856,2966.8953563689415
275,2729.5133426996226,35.64750937179894,13.469329166639119,200.0,0.21865218076806395,9783.3938597346
276,5154.015742217725,58.94570526398662,25.475350184768693,200.0,0.19756536505167185,11839.359091210867
277,45829988071.48302,788689603.0298837,225206492.34226567,200.0,0.2934280098401163,332240896682.2214
278,438678.9417425396,9142.393645886283,2147.6827404832666,200.0,0.17827051081531212,24570.984922144708
279,21221.437550283776,216.2778497225392,105.02579850280617,200.0,0.16290426295637908,26991.651539575425
280,1498.0265489886478,22.7022706472114,7.376621391707182,200.0,0.2356209770602178,5505.831363549521
281,5109.059243276614,57.415601149165006,25.258218210637246,200.0,0.2345057954474911,10965.002240046171
282,12871.284593083989,131.36298442054385,63.69960804331722,200.0,0.10847623635870565,26431.48681410009
283,3383.5467344568583,39.288490071586594,16.721291221926357,200.0,0.20992780419496274,12118.071953197577
284,44613.90246165368,426.69317145861214,220.93604645097534,200.0,0.16756640009035653,27782.142494418276
285,5624.07549853081,63.87504072905214,27.801002289008792,200.0,0.18944433540277963,9572.175383475029
286,2394.0713288263623,30.3729250900936,11.818492018681344,200.0,0.2534190163628127,9622.571290572349
287,3812.9035810430896,46.42935999496138,18.83237110524064,200.0,0.13707131225199218,11176.828682347736
288,1634.1032742395394,24.702247442880097,8.047005133983296,200.0,0.20498974270564393,3353.4677492876176
289,12506.691879030896,129.88849802082495,61.88401690505036,200.0,0.09505157641822057,19679.884380222233
290,1258.808625173308,21.310759592566836,6.187489327903705,200.0,0.19081284215114094,7730.733276117268
291,4798.320839104628,55.11953353217211,23.716006527862284,200.0,0.21922849940266018,11046.753319153415
292,4453.179855763789,50.14756909275465,22.015161433355175,200.0,0.11137824762711887,12692.100843803659
293,14166.949447490662,146.60015875126004,70.10174644369701,200.0,0.1533313051288023,11621.894541851258
294,1481.352567991793,21.793052660637702,7.2977975766557766,200.0,0.2053077049452208,9131.308203847611
